집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops
1104066020006,144.2,127.04307220592972,37.55173556356492,256,0
1104066020007,33.1,127.043710894468,37.5491499487547,231,79
1104066020004,3280.5,127.03807766147276,37.54878003283706,221,0
1104066020005,317.0,127.04226972713865,37.546645549707826,223,69
1104066020002,741.6,127.04259162959046,37.54862838062567,240,76
1104066020003,845.7,127.04235476700688,37.54745570692431,233,71
1104066020001,8.1,127.0401814814328,37.54738232666061,239,66
1104066020008,124.9,127.04380806574858,37.54699478119112,233,75
1104066020101,6.7,127.04071617207065,37.5480515160872,250,71
1104066030002,1859.5,127.04566768481013,37.54695921058551,217,87
1104066030001,1224.8,127.04840593181189,37.54603397984286,173,94
1104066030101,294.8,127.0479585328322,37.54549997809491,174,91
1104067010001,1298.1,127.05368232846034,37.540461898620585,112,98
1104067010003,264.3,127.0546736575163,37.54215011102966,113,98
1104067010002,708.6,127.05289915864736,37.54232986148033,113,98
1104067010101,407.5,127.05154076564182,37.541439671133205,113,94
1104067010102,16.4,127.052459435985,37.54114088781944,110,95
1104067020002,231.5,127.0561062177044,37.539163237124136,111,98
1104067020003,1228.1,127.05861872652866,37.538690328515386,111,98
1104067020001,595.1,127.05969534006265,37.54022199798949,108,99
1104067020006,2174.7,127.06127416513807,37.53910470863352,104,96
1104067020004,182.3,127.0573603568038,37.54073832193406,112,98
1104067020005,1387.1,127.06040642117075,37.53907563247825,103,95
1104067020101,1.6,127.05730740205284,37.53920668492724,111,98
1104067030009,6.3,127.05782580548409,37.53740165639352,111,98
1104067030012,688.8,127.055305701224,37.538070251479496,111,96
1104067030011,13.7,127.05671744588658,37.537671663182245,111,98
1104067030007,518.5,127.05510567566688,37.53712047108296,110,97
1104067030006,413.5,127.05726512145768,37.53233429525379,76,0
1104067030005,1039.5,127.05972970488284,37.53684806936768,104,93
1104067030004,335.8,127.05663311316174,37.53520333070754,99,89
1104067030003,279.2,127.05512161010638,37.53236242085596,0,0
1104067030002,68.5,127.05407480539918,37.53582798407933,106,92
1104067030001,25.2,127.05974818155786,37.53594876754527,101,92
1104067030008,215.4,127.05542084124892,37.53632724556764,109,95
1104067030010,169.5,127.05746298505606,37.536073713285575,111,97
1104067030201,4.8,127.05840381760596,37.53720963324587,108,92
1104067030301,592.2,127.05360153152913,37.53294597399344,0,0
1104067030401,458.1,127.05703599175972,37.53523581431892,98,88
1104067030501,217.4,127.05760165852423,37.535254667751815,104,94
1104067040006,471.5,127.05300394248984,37.5368058459785,107,93
